Severity,Start_Lat,Start_Lng,Distance(mi),Side,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Civil_Twilight
3,37.731606,-122.188606,0.01,1,46.0,44.8,61.0,30.28,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.60117,-121.873627,0.0,1,39.9,37.8,60.0,30.27,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.474655,-122.731216,0.01,1,37.9,34.4,83.0,30.25,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.091572,-122.230301,0.01,1,37.9,33.5,76.0,30.29,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.258347,-122.062263,0.01,1,32.4,27.9,92.0,30.32,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.388096,-121.933754,0.01,1,36.0,33.3,86.0,30.33,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.776272,-122.164215,0.01,1,39.9,35.1,51.0,30.35,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.776958,-121.974968,0.01,1,27.0,23.0,81.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.743286,-121.343498,0.01,1,28.0,21.7,96.0,30.34,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,37.9398,-121.237373,0.01,1,28.0,21.7,96.0,30.34,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.926884,-121.39698,0.01,0,43.0,37.7,74.0,30.39,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,37.980465,-121.341614,0.01,1,43.0,37.7,74.0,30.39,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.018242,-121.357124,0.01,1,45.0,40.6,60.0,30.36,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.693268,-120.908333,0.0,1,44.6,42.2,57.0,30.25,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.37896,-120.696793,0.01,1,39.2,37.0,75.0,30.28,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,38.182648,-122.139305,0.0,1,39.0,35.7,67.0,30.35,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.752037,-121.467888,0.01,1,34.0,28.0,73.0,30.38,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.927837,-121.055748,0.01,0,35.6,30.7,87.0,30.33,10.0,5.8,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,37.097534,-120.924446,0.01,1,39.0,35.7,70.0,30.38,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.69603,-120.887794,0.01,1,39.2,35.0,70.0,30.33,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.764954,-121.410652,0.01,1,36.0,33.3,76.0,30.38,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.690189,-122.098221,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.563477,-122.038589,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.4664,-121.905403,0.01,1,44.1,40.8,51.0,30.4,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.563477,-122.038589,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.699055,-121.931976,0.01,1,33.1,30.0,75.0,30.39,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.636292,-122.10009,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.353115,-122.013985,0.01,0,44.1,40.8,51.0,30.4,10.0,5.8,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,37.51466,-121.939888,0.01,1,44.1,40.8,51.0,30.4,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.632198,-122.109955,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.66637,-122.107491,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,37.563477,-122.038589,0.01,1,43.0,38.8,49.0,30.42,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.3522,-121.996368,0.01,1,39.9,36.7,60.0,30.38,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.694424,-121.363625,0.0,1,37.4,34.9,75.0,30.42,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,37.925392,-122.320595,0.01,1,32.0,28.7,79.0,30.36,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.44627,-122.41127,0.01,0,32.0,25.6,82.0,30.38,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.513973,-122.256027,0.01,1,35.6,32.8,75.0,30.41,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.692074,-122.109787,0.01,1,36.0,31.1,64.0,30.42,10.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,38.216862,-122.13784,0.01,1,32.0,25.6,82.0,30.38,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.635864,-122.403801,0.01,1,39.0,36.8,79.0,30.39,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.337402,-122.334152,0.01,1,28.9,25.2,85.0,30.38,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.654999,-122.406975,0.01,1,39.0,36.8,79.0,30.39,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.197971,-121.99305,0.01,1,33.1,28.7,75.0,30.42,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.952114,-121.640968,0.01,0,30.0,26.5,82.0,30.43,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.810131,-120.909332,0.01,0,41.0,36.4,36.0,30.39,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,37.359665,-121.995987,0.01,1,43.0,41.3,58.0,30.45,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3,37.588791,-121.870979,0.01,1,41.0,37.1,65.0,30.45,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.326691,-121.94072,0.01,1,43.0,41.3,58.0,30.45,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.956959,-122.053314,0.01,1,46.0,43.9,56.0,30.43,10.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,37.958683,-122.052551,0.01,1,46.0,43.9,56.0,30.43,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.797428,-121.216438,0.01,1,45.0,43.5,65.0,30.47,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.612949,-121.415352,0.01,1,44.6,41.4,71.0,30.46,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.758034,-121.261528,0.01,1,44.6,42.2,71.0,30.38,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.889355,-121.623077,0.01,1,42.1,39.2,65.0,30.35,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,37.958805,-122.509361,0.01,1,41.0,37.1,87.0,30.37,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.064247,-122.805115,0.01,0,41.0,37.1,87.0,30.37,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,37.378139,-121.965508,0.01,1,46.0,43.1,66.0,30.35,10.0,5.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,37.737755,-121.599129,0.01,1,39.0,35.7,73.0,30.36,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.991226,-122.529732,0.01,1,41.0,36.4,87.0,30.37,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,36.861816,-121.580826,0.01,1,42.8,41.1,70.0,30.34,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.390099,-121.991974,0.01,1,44.1,41.5,68.0,30.36,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.352329,-121.968643,0.01,1,43.0,40.3,74.0,30.35,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,37.851562,-122.299385,0.01,1,44.1,42.5,65.0,30.36,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.706448,-120.830803,0.01,1,44.6,43.1,57.0,30.34,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,38.67971,-120.870598,0.01,1,44.6,42.2,57.0,30.34,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.687485,-122.133484,0.01,1,43.0,40.3,56.0,30.37,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.737747,-122.141129,0.01,1,37.9,34.4,76.0,30.34,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.663986,-122.398918,0.01,1,44.1,41.5,73.0,30.34,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.694427,-122.103233,0.01,1,37.9,35.5,70.0,30.36,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.496185,-122.23233,0.01,1,42.8,41.1,81.0,30.37,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.078239,-122.079315,0.0,1,44.1,41.5,68.0,30.31,10.0,4.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,37.639683,-121.247765,0.01,0,36.0,33.3,89.0,30.39,3.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,37.602169,-121.847153,0.01,0,44.1,42.5,73.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.343647,-121.855736,0.01,1,46.4,43.5,66.0,30.37,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.342255,-121.92643,0.01,1,44.1,42.5,71.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.639969,-121.27198,0.01,0,44.6,43.1,76.0,30.37,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,38.633858,-121.221954,0.01,1,44.6,43.1,76.0,30.37,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,37.145176,-122.087814,0.01,1,44.1,42.5,71.0,30.35,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.63208,-121.364479,0.0,1,46.4,45.2,71.0,30.37,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.678524,-121.230347,0.01,1,46.4,45.2,71.0,30.37,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,37.739334,-121.59082,0.01,1,45.0,42.6,68.0,30.22,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.718689,-121.6623,0.01,1,44.1,40.8,71.0,30.23,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.705299,-121.169708,0.01,1,37.4,33.8,100.0,30.22,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,37.248257,-121.832184,0.01,1,44.6,42.2,76.0,30.21,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.574535,-121.31778,0.01,1,37.4,33.8,100.0,30.22,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.137913,-121.205948,0.01,1,42.1,37.7,89.0,30.2,7.0,6.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,38.639969,-121.27198,0.01,0,37.4,33.8,100.0,30.22,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,37.792629,-121.189903,0.01,1,42.1,37.7,89.0,30.2,7.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.565845,-121.336891,0.01,1,37.4,33.8,100.0,30.22,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.113052,-122.229935,0.01,1,43.0,39.5,82.0,30.19,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.44313,-122.721939,0.01,1,39.9,37.8,93.0,30.17,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,36.791119,-121.667175,0.01,1,43.0,41.3,80.0,30.18,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.674526,-122.112457,0.0,1,46.0,44.8,63.0,30.2,10.0,3.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,37.732708,-121.63221,0.01,1,39.0,35.7,82.0,30.18,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.741051,-121.581268,0.01,1,39.0,35.7,82.0,30.18,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.44313,-122.721939,0.01,1,41.0,39.0,96.0,30.11,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.076405,-122.231857,0.01,1,41.0,37.1,86.0,30.14,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.303383,-122.707863,0.01,1,41.0,39.0,93.0,30.16,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.328579,-121.871277,0.01,1,42.1,38.4,79.0,30.16,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.318134,-121.926788,0.01,0,43.0,40.3,76.0,30.14,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,38.183605,-121.806198,0.01,1,35.8,33.0,96.0,30.17,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,37.796513,-122.210747,0.01,1,46.0,44.8,83.0,30.14,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.818153,-121.254753,0.0,1,35.6,31.7,93.0,30.16,5.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.811451,-121.939491,0.01,1,41.0,39.0,96.0,30.17,9.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,38.704224,-121.312805,0.01,1,44.6,42.2,87.0,30.19,8.0,4.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.653248,-121.325027,0.0,1,44.6,40.7,81.0,30.19,7.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.627972,-121.266029,0.01,1,44.6,43.1,87.0,30.18,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.667591,-121.540161,0.01,1,46.0,42.5,86.0,30.18,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,37.865192,-121.667648,0.01,1,46.0,43.1,68.0,30.05,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,37.833797,-121.185966,0.01,0,46.0,44.8,79.0,30.04,7.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.761871,-120.817337,0.0,0,44.1,41.5,79.0,30.07,6.0,4.6,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,38.814556,-122.712074,0.01,1,43.0,41.3,89.0,30.03,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.814556,-122.712074,0.01,1,43.0,41.3,89.0,30.03,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.552116,-121.415855,0.01,1,41.0,37.1,93.0,30.05,10.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.595917,-121.393829,0.01,1,44.6,43.1,81.0,30.06,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.642693,-121.429085,0.01,1,44.6,41.4,81.0,30.08,6.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.59343,-121.444771,0.01,1,42.8,38.6,87.0,30.09,5.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.663658,-121.292297,0.01,1,37.4,32.8,100.0,30.08,5.0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,37.789082,-122.387558,0.01,1,45.0,43.5,82.0,30.06,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.616596,-121.030258,0.01,1,42.1,39.2,82.0,30.07,4.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.276299,-122.047394,0.01,1,39.0,33.4,83.0,30.03,10.0,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.372131,-121.820602,0.0,0,39.2,35.9,87.0,30.02,10.0,4.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,36.523651,-121.464165,0.01,1,42.1,35.7,73.0,30.02,10.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.358639,-121.84153,0.01,0,42.8,40.1,76.0,30.07,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.935482,-122.51683,0.01,1,35.6,32.8,100.0,30.04,0.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.962135,-122.51001,0.01,1,35.6,32.8,100.0,30.04,0.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.32188,-121.8993,0.01,1,41.0,39.0,79.0,30.02,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,37.690571,-122.093239,0.01,1,39.9,36.7,70.0,30.04,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.611126,-121.510605,0.01,1,39.2,37.0,100.0,30.04,1.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.319023,-120.938873,0.01,1,44.6,43.1,93.0,30.05,3.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.141285,-122.224609,0.01,1,45.0,43.5,68.0,29.96,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.64201,-121.278008,0.0,0,46.4,45.2,87.0,29.99,8.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.566563,-121.953407,0.01,1,46.0,43.9,76.0,30.06,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.640892,-120.904617,0.0,1,45.0,43.5,80.0,30.03,3.0,3.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,38.603214,-121.435478,0.01,1,46.4,42.4,81.0,30.01,5.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.783131,-121.239571,0.01,1,43.0,38.8,89.0,30.01,3.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,38.869926,-121.131966,0.01,1,46.4,43.5,87.0,30.0,10.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.433685,-122.699257,0.01,1,44.1,42.5,100.0,29.98,1.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.967541,-122.518654,0.01,1,41.0,38.0,93.0,30.0,0.2,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.869873,-121.406708,0.01,1,44.6,42.2,81.0,30.03,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.679905,-121.339325,0.01,1,46.4,41.9,81.0,30.01,5.0,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.635395,-121.336731,0.01,1,46.4,41.9,81.0,30.01,5.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.779552,-121.314514,0.01,1,42.1,37.1,92.0,30.01,3.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.758034,-121.261528,0.01,1,46.4,41.9,81.0,30.01,5.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.663918,-121.225723,0.01,1,41.0,35.8,100.0,30.0,3.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.243614,-122.083542,0.01,1,40.6,38.6,80.0,30.0,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.955849,-122.547752,0.01,1,41.0,39.0,93.0,30.0,0.2,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.25576,-122.064445,0.01,1,40.6,38.6,80.0,30.0,10.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.54282,-121.27095,0.01,1,41.0,39.0,89.0,30.03,1.8,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.599964,-121.415352,0.01,1,44.6,39.2,87.0,30.01,5.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.73069,-121.747055,0.0,0,39.9,36.7,77.0,29.97,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.746288,-121.725639,0.01,0,39.9,36.7,77.0,29.97,10.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.604694,-121.342896,0.01,1,45.0,39.3,90.0,29.96,3.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.582081,-121.322411,0.01,1,42.1,37.1,85.0,29.99,2.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.240532,-122.090614,0.01,1,44.1,42.5,89.0,29.91,10.0,3.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.52581,-122.790222,0.01,1,45.0,42.6,97.0,29.85,2.5,4.6,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.345673,-122.759712,0.0,0,45.0,41.8,100.0,29.85,2.0,5.8,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.254463,-121.208885,0.0,0,37.4,31.4,100.0,29.78,1.2,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.308014,-120.763725,0.01,0,37.4,31.4,100.0,29.78,1.2,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.205917,-120.790169,0.01,0,42.8,40.1,93.0,29.81,5.0,4.6,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38.878113,-121.12587,0.01,1,44.6,39.2,93.0,29.76,10.0,10.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,38.846851,-121.182335,0.0,1,46.4,40.7,93.0,29.75,10.0,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38.562046,-121.336044,0.01,1,46.4,41.9,100.0,29.77,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.643349,-121.114876,0.01,1,46.4,41.9,100.0,29.77,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.596443,-122.856155,0.01,1,45.0,40.6,82.0,29.78,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.456425,-122.725899,0.01,1,45.0,40.6,82.0,29.78,10.0,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.401318,-121.257111,0.01,1,46.4,41.9,100.0,29.77,10.0,9.2,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,38.429764,-122.728889,0.01,0,45.0,40.6,82.0,29.78,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38.553616,-121.474228,0.01,1,45.0,41.2,93.0,29.77,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,39.315437,-120.61721,0.01,1,30.9,20.7,92.0,29.67,0.5,13.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.507568,-121.458267,0.01,1,45.0,41.2,93.0,29.77,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.496391,-121.446472,0.01,1,45.0,41.2,93.0,29.77,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.538242,-121.473648,0.01,1,45.0,41.2,93.0,29.77,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.897205,-121.433006,0.01,0,44.6,40.2,93.0,29.73,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.277042,-121.30471,0.01,1,45.0,41.2,93.0,29.77,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.269787,-121.302544,0.01,0,45.0,41.2,93.0,29.77,10.0,6.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,38.695202,-120.998116,0.0,1,39.2,32.0,100.0,29.73,0.2,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.25576,-122.064445,0.01,1,43.5,37.9,93.0,29.77,10.0,10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.703022,-121.923431,0.01,1,45.0,40.1,82.0,29.81,10.0,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,39.325039,-120.601624,0.01,1,30.0,20.0,92.0,29.66,0.2,12.7,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,39.303341,-120.65728,0.01,1,30.0,20.0,92.0,29.66,0.2,12.7,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,37.929417,-122.060455,0.01,1,46.0,42.5,71.0,29.78,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.575993,-121.881035,0.01,1,45.0,41.2,80.0,29.82,10.0,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.671066,-121.597488,0.01,1,45.0,40.6,82.0,29.76,10.0,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
